date,generacion_total_programada_redespacho,generacion_total_programada_despacho,generacion_total_real,importacion_programada_redespacho,importacion__real,exportacion_programada_redespacho,exportacion__real,disponibilidad_real,demanda_no_atendida,costo_marginal_promedio_redespacho,aportes_hidricos,volumen_util_diario,volumen,id
"'2019-08-31 00:00:00'",190.33,190.33,192.18,ND,ND,ND,ND,13781.98,278.61,154.88,92.21,11985.89,13535.96,2161
"'2019-09-01 00:00:00'",172.39,172.76,170.55,5.54,5.51,0.0,0.01,13513.11,1114.57,155.07,106.87,11957.16,13507.22,2162
"'2019-09-02 00:00:00'",197.22,197.22,192.86,ND,ND,ND,ND,14298.17,113.24,194.69,157.19,11954.25,13504.33,2163
"'2019-09-03 00:00:00'",200.27,200.49,197.37,6.4,6.29,0.0,0.0,13835.87,28.75,180.66,106.82,11890.72,13440.77,2164
"'2019-09-04 00:00:00'",200.67,200.67,200.18,ND,ND,ND,ND,13999.43,44.66,190.56,ND,ND,ND,2165
"'2019-09-05 00:00:00'",202.04,202.04,201.52,7.2,6.99,0.0,0.0,13925.68,1.77,188.53,132.68,11775.29,13325.36,2166
"'2019-09-06 00:00:00'",201.61,202.14,199.71,7.2,6.99,0.0,0.0,13906.05,8.47,154.63,133.67,11852.25,13402.32,2167
"'2019-09-07 00:00:00'",191.54,191.62,192.64,6.71,6.43,0.0,0.0,13800.7,202.71,162.82,ND,ND,ND,2168
"'2019-09-08 00:00:00'",172.69,172.69,170.57,6.68,6.56,0.0,0.0,13759.1,922.74,165.67,ND,ND,ND,2169
"'2019-09-09 00:00:00'",199.34,199.34,201.35,6.45,6.81,0.0,0.0,13334.31,61.94,181.46,ND,ND,ND,2170
"'2019-09-10 00:00:00'",201.27,201.27,206.32,6.12,5.78,0.0,0.0,12803.98,17.58,189.91,84.05,11651.08,13201.15,2171
"'2019-09-11 00:00:00'",200.56,200.36,206.82,6.86,6.43,0.0,0.0,13002.87,106.66,217.99,92.60,11495.14,13045.21,2172
"'2019-09-12 00:00:00'",201.99,200.89,202.85,ND,ND,ND,ND,13397.92,2.22,223.81,105.90,11434.28,12984.35,2173
"'2019-09-13 00:00:00'",202.33,202.26,202.46,5.95,5.42,0.0,0.03,13448.52,21.12,253.03,ND,ND,ND,2174
"'2019-09-14 00:00:00'",191.22,191.22,192.06,6.97,6.81,0.0,0.0,13280.9,24.98,265.48,129.14,11374.19,12924.24,2175
"'2019-09-15 00:00:00'",172.68,175.4,173.39,6.83,6.55,0.0,0.0,12658.78,219.94,270.04,107.80,11347.52,12897.59,2176
"'2019-09-16 00:00:00'",198.93,198.92,196.88,7.2,7.21,0.0,0.0,12654.42,42.24,322.56,140.14,11329.12,12879.17,2177
"'2019-09-17 00:00:00'",202.0,202.0,196.48,ND,ND,ND,ND,12881.06,10.5,360.85,ND,ND,ND,2178
"'2019-09-18 00:00:00'",202.56,202.56,193.16,7.17,6.9,0.0,0.0,13204.54,42.92,357.23,134.76,11255.47,12805.55,2179
"'2019-09-19 00:00:00'",202.9,202.9,186.98,7.12,6.61,0.0,0.0,13725.72,9.93,362.68,156.52,11279.51,12829.57,2180
"'2019-09-20 00:00:00'",201.55,201.55,188.22,ND,ND,ND,ND,13692.58,6.25,347.98,142.90,11271.56,12821.63,2181
"'2019-09-21 00:00:00'",193.67,193.35,180.21,3.97,3.83,0.0,0.01,13313.52,124.93,294.65,161.90,11283.27,12833.34,2182
"'2019-09-22 00:00:00'",176.88,175.73,166.71,ND,ND,ND,ND,13347.26,180.81,297.83,ND,ND,ND,2183
"'2019-09-23 00:00:00'",200.83,200.75,189.93,3.35,3.09,0.0,0.01,13754.22,ND,ND,136.89,ND,ND,2184
"'2019-09-24 00:00:00'",206.48,206.58,197.07,3.63,3.57,0.0,0.0,13285.43,149.35,377.34,118.16,11282.77,12832.81,2185
"'2019-09-25 00:00:00'",205.79,205.79,199.67,0.3,0.43,0.0,0.11,13740.47,ND,346.25,149.50,11274.65,12824.72,2186
"'2019-09-26 00:00:00'",203.34,203.09,194.6,0.65,0.75,0.0,0.09,13784.54,173.13,321.75,164.37,11279.12,12829.19,2187
"'2019-09-27 00:00:00'",204.75,204.75,200.46,2.78,2.73,0.0,0.01,14049.03,12.98,308.74,ND,ND,ND,2188
"'2019-09-28 00:00:00'",197.22,197.22,193.74,0.0,0.1,0.0,0.08,13777.71,154.87,326.91,111.22,11180.93,12730.98,2189
"'2019-09-29 00:00:00'",175.96,175.96,171.03,0.0,0.09,0.0,0.08,13883.61,1973.95,337.43,128.53,11179.86,12729.93,2190
"'2019-09-30 00:00:00'",202.73,202.73,195.48,0.0,0.16,0.0,0.15,13540.96,54.9,411.23,127.93,11143.37,12693.44,2191
"'2019-10-01 00:00:00'",203.81,203.81,195.48,0.0,0.17,0.0,0.14,13158.93,81.1,409.08,145.93,11155.61,12705.69,2192
"'2019-10-02 00:00:00'",205.64,205.64,197.73,0.0,0.16,0.0,0.14,13145.6,160.19,418.61,127.73,11139.11,12689.17,2193
"'2019-10-03 00:00:00'",205.6,205.6,195.2,0.0,0.15,0.0,0.12,13258.83,130.12,397.21,231.94,11200.75,12750.81,2194
"'2019-10-04 00:00:00'",205.37,205.37,197.45,0.0,0.09,0.0,0.08,13426.62,27.14,358.26,134.42,11188.02,12738.12,2195
"'2019-10-05 00:00:00'",197.49,197.49,189.16,0.0,0.09,0.0,0.07,13421.21,53.78,386.71,131.82,11168.89,12718.99,2196
"'2019-10-06 00:00:00'",177.66,178.17,169.11,0.0,0.09,0.0,0.08,13245.47,2044.14,368.22,120.23,11162.57,12712.65,2197
"'2019-10-07 00:00:00'",201.01,201.01,195.66,0.0,0.14,0.0,0.12,13609.55,77.57,337.43,143.42,11152.66,12712.38,2198
"'2019-10-08 00:00:00'",203.62,203.62,198.76,0.0,0.15,0.0,0.12,13378.0,71.89,365.47,132.01,11121.74,12681.45,2199
"'2019-10-09 00:00:00'",203.77,203.77,197.43,0.0,0.13,0.0,0.11,12955.23,ND,409.92,113.72,11089.69,12649.39,2200
"'2019-10-10 00:00:00'",204.72,204.72,197.85,0.0,0.08,0.0,0.07,12898.33,34.03,411.35,133.51,11095.18,12654.88,2201
"'2019-10-11 00:00:00'",202.95,202.95,193.71,2.1,2.11,0.0,0.03,12922.4,105.06,423.02,150.49,11114.75,12674.45,2202
"'2019-10-12 00:00:00'",193.12,193.12,184.73,1.05,1.11,0.0,0.05,12826.21,ND,368.02,195.12,11181.55,12741.24,2203
"'2019-10-13 00:00:00'",175.31,175.31,166.57,1.68,1.66,0.0,0.03,12664.95,55.3,361.77,238.93,11303.65,12863.36,2204
"'2019-10-14 00:00:00'",172.77,172.77,166.43,4.8,4.8,0.0,0.0,12765.67,73.6,398.73,165.93,11360.17,12919.84,2205
"'2019-10-15 00:00:00'",197.6,197.6,192.38,4.64,4.68,0.0,0.0,13230.52,126.13,375.61,125.74,11348.97,12908.68,2206
"'2019-10-16 00:00:00'",202.45,202.45,196.51,0.31,0.41,0.0,0.11,12934.2,336.14,383.42,115.84,11325.00,12884.71,2207
"'2019-10-17 00:00:00'",202.9,202.9,194.58,0.4,0.51,0.0,0.08,13680.05,25.53,378.63,140.80,11322.89,12882.58,2208
"'2019-10-18 00:00:00'",202.65,203.37,196.11,0.68,0.79,0.0,0.09,13832.07,170.42,414.13,146.78,11329.38,12889.08,2209
"'2019-10-19 00:00:00'",187.83,187.84,179.55,7.2,6.97,0.0,0.0,13821.86,11.49,358.98,198.59,11414.25,12973.95,2210
"'2019-10-20 00:00:00'",170.29,170.41,164.96,3.71,3.46,0.0,0.02,13829.07,1002.01,277.93,180.93,11492.48,13052.17,2211
"'2019-10-21 00:00:00'",194.46,194.63,186.09,5.79,5.81,0.0,0.02,13024.73,10.65,285.99,186.70,11541.96,13101.67,2212
"'2019-10-22 00:00:00'",196.77,197.31,188.15,5.34,5.38,0.0,0.03,13434.95,47.78,255.17,166.54,11564.94,13124.64,2213
"'2019-10-23 00:00:00'",198.94,199.19,190.86,4.15,4.29,0.0,0.01,13434.24,7.85,210.82,207.34,11621.41,13181.08,2214
"'2019-10-24 00:00:00'",197.37,197.7,189.3,6.03,5.76,0.0,0.0,13046.64,11.03,244.54,218.33,11694.72,13254.42,2215
"'2019-10-25 00:00:00'",202.97,202.97,197.46,0.0,0.12,0.0,0.1,13845.11,4.33,202.11,186.36,11733.50,13293.17,2216
"'2019-10-26 00:00:00'",192.19,192.28,191.03,0.0,0.1,0.0,0.08,14064.92,8.66,172.45,201.45,11787.99,13347.70,2217
"'2019-10-27 00:00:00'",170.15,169.65,166.47,5.52,4.91,0.0,0.01,14570.2,ND,153.65,207.67,11869.01,13428.72,2218
"'2019-10-28 00:00:00'",195.62,195.84,192.1,4.91,4.97,0.0,0.04,14511.58,77.65,146.09,152.52,11867.08,13426.79,2219
"'2019-10-29 00:00:00'",200.77,198.47,200.84,1.48,2.06,0.0,0.08,14249.3,54.44,147.94,160.47,11868.19,13427.88,2220
"'2019-10-30 00:00:00'",198.49,198.67,196.06,5.06,5.61,0.0,0.0,14133.32,28.29,166.8,214.52,11868.27,13427.95,2221
"'2019-10-31 00:00:00'",200.93,201.46,194.09,5.06,5.48,0.0,0.02,14365.87,36.95,150.72,146.87,11863.63,13423.31,2222
"'2019-11-01 00:00:00'",198.32,198.32,193.45,7.2,7.22,0.0,0.0,13998.7,4.69,175.42,126.94,11830.93,13390.62,2223
"'2019-11-02 00:00:00'",185.37,185.37,182.01,7.2,7.22,0.0,0.0,13757.73,298.81,165.13,134.20,11812.94,13372.65,2224
"'2019-11-03 00:00:00'",167.74,167.55,165.01,7.12,6.91,0.0,0.0,13977.66,379.09,180.88,130.68,11803.91,13363.61,2225
"'2019-11-04 00:00:00'",167.25,166.11,170.69,5.81,5.79,0.0,0.0,13856.78,247.08,192.88,134.88,11806.14,13365.83,2226
"'2019-11-05 00:00:00'",195.4,195.42,190.6,7.05,7.0,0.0,0.0,13739.99,ND,179.21,137.58,11790.24,13349.96,2227
"'2019-11-06 00:00:00'",199.45,199.49,193.89,6.22,5.94,0.0,0.0,13418.11,6.68,240.42,122.96,11753.20,13312.89,2228
"'2019-11-07 00:00:00'",200.4,200.31,196.58,5.25,5.08,0.0,0.03,13545.45,ND,230.38,112.11,11703.24,13262.94,2229
"'2019-11-08 00:00:00'",197.57,197.46,198.15,7.09,6.9,0.0,0.0,13535.59,ND,226.42,112.21,11657.92,13217.61,2230
"'2019-11-09 00:00:00'",186.37,186.43,186.85,6.76,6.15,0.0,0.0,14068.0,5.19,252.6,158.97,11667.12,13226.80,2231
"'2019-11-10 00:00:00'",169.3,169.49,169.82,4.5,4.18,0.0,0.03,14019.78,73.02,276.84,123.47,11659.26,13218.95,2232
"'2019-11-11 00:00:00'",170.87,171.11,169.0,6.31,6.25,0.0,0.0,14262.8,39.48,287.08,184.74,11725.93,13285.62,2233
"'2019-11-12 00:00:00'",197.3,197.56,190.36,6.14,6.14,0.0,0.0,14286.67,125.1,299.43,221.27,11772.75,13332.44,2234
"'2019-11-13 00:00:00'",206.06,206.73,194.34,0.67,1.25,0.0,0.04,13899.79,392.46,212.43,259.55,11854.77,13414.45,2235
"'2019-11-14 00:00:00'",200.65,200.78,190.8,6.97,6.37,0.0,0.0,14172.82,52.49,229.25,212.14,11914.32,13474.00,2236
"'2019-11-15 00:00:00'",199.22,199.59,192.28,ND,ND,ND,ND,14382.2,177.69,154.66,198.60,11957.76,13517.46,2237
"'2019-11-16 00:00:00'",189.64,189.91,183.97,6.38,6.18,0.0,0.0,14447.98,ND,134.72,186.18,11972.51,13532.21,2238
"'2019-11-17 00:00:00'",174.06,174.22,171.01,3.48,3.38,0.0,0.04,14379.72,161.35,145.79,152.81,12000.44,13560.16,2239
"'2019-11-18 00:00:00'",193.35,193.37,191.03,7.2,7.14,0.0,0.0,14082.36,43.69,167.48,150.29,11991.86,13551.57,2240
"'2019-11-19 00:00:00'",198.2,197.7,193.73,5.32,5.46,0.0,0.0,13896.26,62.85,185.9,150.48,11990.05,13549.75,2241
"'2019-11-20 00:00:00'",197.81,195.61,194.04,5.13,5.09,0.0,0.0,13753.05,162.77,190.5,174.32,12016.00,13575.71,2242
"'2019-11-21 00:00:00'",196.88,196.97,190.32,6.0,6.43,0.0,0.0,13770.76,41.35,184.68,144.96,12017.76,13577.45,2243
"'2019-11-22 00:00:00'",197.34,197.24,186.97,7.03,6.85,0.0,0.0,13849.5,32.79,209.65,166.85,12045.89,13605.57,2244
"'2019-11-23 00:00:00'",196.11,196.13,186.18,0.0,0.1,0.0,0.06,13992.54,131.23,222.54,163.42,12069.25,13628.96,2245
"'2019-11-24 00:00:00'",178.38,178.13,171.76,0.0,0.09,0.0,0.07,14074.24,119.34,190.81,130.44,12089.03,13648.73,2246
"'2019-11-25 00:00:00'",203.31,202.95,201.18,0.0,0.14,0.0,0.12,13777.55,ND,203.33,127.19,12032.14,13591.84,2247
"'2019-11-26 00:00:00'",205.4,205.03,205.3,0.0,0.12,0.0,0.11,13685.52,17.95,165.06,115.02,12039.33,13599.03,2248
"'2019-11-27 00:00:00'",206.94,206.46,207.7,0.0,0.13,0.0,0.11,13852.02,18.13,200.84,131.60,11994.34,13554.01,2249
"'2019-11-28 00:00:00'",208.47,208.11,209.21,0.0,0.13,0.0,0.1,13731.94,3.98,209.1,131.72,11964.79,13524.46,2250
"'2019-11-29 00:00:00'",207.72,207.72,202.75,2.62,2.6,0.0,0.02,13815.72,17.33,246.91,117.49,11920.64,13480.36,2251
"'2019-11-30 00:00:00'",196.68,196.68,190.81,2.16,2.21,0.0,0.04,13863.41,267.75,228.97,122.92,11878.05,13437.74,2252
"'2019-12-01 00:00:00'",180.05,180.05,177.0,0.0,0.1,0.0,0.08,13041.36,354.67,209.79,134.10,11865.72,13425.43,2253
"'2019-12-02 00:00:00'",206.81,206.81,202.37,0.7,0.74,0.0,0.06,13977.49,590.3,234.21,107.22,11815.76,13375.45,2254
"'2019-12-03 00:00:00'",205.24,205.35,202.41,4.64,4.62,0.0,0.01,14307.84,7.73,251.0,111.99,11773.33,13333.01,2255
"'2019-12-04 00:00:00'",206.62,206.68,203.81,3.07,3.73,0.0,0.02,13944.77,2.77,236.49,98.66,11725.25,13284.95,2256
"'2019-12-05 00:00:00'",208.05,208.26,206.32,1.52,2.22,0.0,0.02,14160.01,111.2,179.34,103.14,11675.61,13235.31,2257
"'2019-12-06 00:00:00'",205.23,205.23,204.16,4.02,4.33,0.0,0.0,13792.12,82.16,230.29,96.77,11610.13,13169.82,2258
"'2019-12-07 00:00:00'",193.69,194.24,189.18,4.57,4.73,0.0,0.0,13829.26,43.1,247.3,105.57,11580.66,13140.34,2259
"'2019-12-08 00:00:00'",170.98,171.06,166.4,7.12,7.2,0.0,0.0,14216.54,ND,251.43,99.37,11560.25,13119.95,2260
"'2019-12-09 00:00:00'",198.95,198.95,195.04,7.05,6.66,0.0,0.0,14288.22,236.46,275.95,96.68,11516.09,13070.30,2261
"'2019-12-10 00:00:00'",200.65,200.65,199.9,6.48,6.39,0.0,0.0,13974.68,ND,325.05,87.25,11465.36,13019.57,2262
"'2019-12-11 00:00:00'",202.99,202.99,201.25,4.04,4.01,0.0,0.03,13434.1,227.15,338.48,89.47,11404.58,12958.80,2263
"'2019-12-12 00:00:00'",202.11,202.11,197.94,5.37,5.34,0.0,0.0,13778.31,47.24,357.49,97.40,11374.47,12928.66,2264
"'2019-12-13 00:00:00'",201.04,201.04,197.44,4.31,4.2,0.0,0.02,13368.87,ND,370.63,114.13,11345.86,12900.06,2265
"'2019-12-14 00:00:00'",188.52,188.73,185.09,6.31,6.65,0.0,0.0,13821.91,62.86,337.03,145.26,11366.11,12920.30,2266
"'2019-12-15 00:00:00'",171.76,173.09,169.17,6.33,6.98,0.0,0.0,14362.37,462.5,274.04,165.19,11416.99,12971.18,2267
"'2019-12-16 00:00:00'",199.77,199.82,199.1,2.72,3.85,0.0,0.0,14278.44,ND,319.02,106.46,11383.17,12937.38,2268
"'2019-12-17 00:00:00'",201.16,201.62,199.96,4.0,4.46,0.0,0.0,14254.83,33.54,294.54,100.71,11352.41,12906.59,2269
"'2019-12-18 00:00:00'",202.78,202.78,200.33,3.96,3.88,0.0,0.0,14254.23,61.74,294.09,104.71,11316.23,12870.42,2270
"'2019-12-19 00:00:00'",201.47,201.47,198.37,6.28,6.25,0.0,0.0,14355.55,69.9,361.58,98.86,11254.12,12808.30,2271
"'2019-12-20 00:00:00'",202.24,202.24,201.71,5.98,6.0,0.0,0.0,14317.14,12.87,297.22,129.65,11247.43,12801.61,2272
"'2019-12-21 00:00:00'",186.61,186.61,187.36,5.18,5.12,0.0,0.0,13735.97,ND,330.84,112.28,11230.78,12784.98,2273
"'2019-12-22 00:00:00'",173.24,173.24,175.92,3.3,3.52,0.0,0.02,13501.09,6.4,337.64,112.64,11229.90,12784.11,2274
"'2019-12-23 00:00:00'",191.23,191.23,193.4,5.01,4.63,0.0,0.0,13729.75,1.34,331.32,103.74,11204.85,12759.05,2275
"'2019-12-24 00:00:00'",178.84,178.44,180.65,6.05,4.89,0.0,0.01,13603.62,2.04,313.16,93.42,11175.51,12729.71,2276
"'2019-12-25 00:00:00'",161.95,161.92,158.06,6.59,6.58,0.0,0.0,13304.62,ND,247.92,118.06,11194.31,12748.51,2277
"'2019-12-26 00:00:00'",195.82,195.82,186.76,ND,ND,ND,ND,13636.72,38.61,336.06,124.28,11196.50,12750.69,2278
"'2019-12-27 00:00:00'",195.5,195.55,188.45,ND,ND,ND,ND,13780.46,57.35,334.51,100.33,11177.87,12732.06,2279
"'2019-12-28 00:00:00'",185.81,185.81,182.95,7.2,7.22,0.0,0.0,14114.75,2.25,261.63,81.01,11129.34,12683.54,2280
"'2019-12-29 00:00:00'",171.12,171.12,170.19,7.17,7.18,0.0,0.0,13995.69,4.88,220.5,78.83,11089.24,12643.42,2281
"'2019-12-30 00:00:00'",186.58,186.58,181.93,7.14,6.69,0.0,0.0,13706.14,50.67,278.31,110.96,11073.93,12628.11,2282
"'2019-12-31 00:00:00'",179.84,179.9,164.68,ND,ND,ND,ND,14141.75,317.18,285.09,166.76,11126.10,12680.28,2283
"'2020-01-01 00:00:00'",163.51,163.82,148.31,7.2,7.18,0.0,0.0,14220.82,14.7,162.5,ND,ND,ND,2284
"'2020-01-02 00:00:00'",189.01,189.97,172.22,4.54,1.93,0.0,0.04,13454.03,274.2,288.57,126.44,11168.72,12722.92,2285
"'2020-01-03 00:00:00'",191.85,192.41,182.25,6.49,4.09,0.0,0.01,13822.78,ND,ND,ND,ND,ND,2286
"'2020-01-04 00:00:00'",178.27,178.5,176.06,ND,ND,ND,ND,13897.91,ND,ND,ND,ND,ND,2287
"'2020-01-05 00:00:00'",164.42,164.8,160.43,ND,ND,ND,ND,13780.88,5.8,195.46,79.21,11032.91,12587.12,2288
"'2020-01-06 00:00:00'",166.42,166.42,161.59,7.2,7.21,0.0,0.0,13801.64,7.62,200.81,70.77,10942.89,12497.09,2289
"'2020-01-07 00:00:00'",189.17,189.24,182.82,7.2,7.2,0.0,0.0,14038.59,131.29,241.74,60.55,10873.16,12427.37,2290
"'2020-01-08 00:00:00'",190.32,190.32,187.99,7.2,7.07,0.0,0.0,13643.71,98.24,231.14,61.09,10803.28,12357.49,2291
"'2020-01-09 00:00:00'",197.24,197.24,192.26,3.09,3.03,0.0,0.04,13275.12,31.93,267.53,58.53,10724.42,12278.62,2292
"'2020-01-10 00:00:00'",196.61,196.32,195.54,1.33,0.79,0.0,0.08,13819.58,9.4,273.26,56.09,10627.71,12181.93,2293
"'2020-01-11 00:00:00'",190.77,190.77,188.76,0.0,0.1,0.0,0.08,13844.22,6.2,239.52,58.53,10549.45,12103.64,2294
"'2020-01-12 00:00:00'",174.39,174.39,169.1,0.0,0.1,0.0,0.09,13727.74,ND,254.7,57.77,10489.19,12043.40,2295
"'2020-01-13 00:00:00'",195.04,195.04,196.64,0.49,0.62,0.0,0.09,13815.58,84.56,341.46,57.53,10414.14,11968.33,2296
"'2020-01-14 00:00:00'",198.9,198.8,199.61,0.95,0.93,0.0,0.12,13469.77,392.26,316.17,55.34,10318.79,11873.00,2297
"'2020-01-15 00:00:00'",199.7,198.75,200.93,0.25,0.18,0.0,0.12,13300.11,1.33,332.89,55.44,10238.06,11792.26,2298
"'2020-01-16 00:00:00'",199.2,199.2,203.91,0.0,0.15,0.0,0.09,13652.22,44.45,332.08,56.05,10155.29,11709.50,2299
"'2020-01-17 00:00:00'",198.35,198.35,204.99,0.0,0.12,0.0,0.08,13449.8,231.39,323.57,59.87,10058.41,11612.60,2300
"'2020-01-18 00:00:00'",191.74,191.74,196.03,0.0,0.12,0.0,0.06,13329.59,28.38,296.55,64.87,9984.09,11538.30,2301
"'2020-01-19 00:00:00'",174.0,174.0,174.33,3.82,3.77,0.0,0.02,12968.46,198.86,322.5,66.56,9936.41,11490.60,2302
"'2020-01-20 00:00:00'",197.57,198.07,198.22,4.7,4.46,0.0,0.01,12838.99,ND,365.16,71.43,9862.13,11416.33,2303
"'2020-01-21 00:00:00'",199.45,199.72,196.92,5.92,6.43,0.0,0.0,12664.65,18.11,387.79,77.46,9813.26,11367.47,2304
"'2020-01-22 00:00:00'",198.27,198.21,193.46,6.52,6.38,0.0,0.0,13423.93,452.17,371.14,76.78,9747.88,11302.09,2305
"'2020-01-23 00:00:00'",197.26,197.27,192.8,6.87,6.78,0.0,0.0,13317.43,438.7,351.49,67.53,9690.00,11244.21,2306
"'2020-01-24 00:00:00'",200.1,200.06,197.66,4.93,4.86,0.0,0.02,13308.46,174.41,370.48,66.50,9630.75,11184.95,2307
"'2020-01-25 00:00:00'",188.87,188.87,187.54,6.82,6.61,0.0,0.0,13309.44,12.67,373.1,63.80,9567.83,11122.05,2308
"'2020-01-26 00:00:00'",170.66,170.66,167.63,7.2,7.1,0.0,0.0,13560.26,71.75,350.39,66.02,9525.12,11079.31,2309
"'2020-01-27 00:00:00'",196.06,196.06,196.94,5.71,5.62,0.0,0.01,13957.79,14.61,365.35,67.63,9469.43,11023.64,2310
"'2020-01-28 00:00:00'",197.31,197.34,199.11,ND,ND,ND,ND,13652.74,ND,ND,ND,ND,ND,2311
"'2020-01-29 00:00:00'",199.91,199.88,200.87,ND,ND,ND,ND,13431.78,4.63,348.87,75.47,9400.63,10954.85,2312
"'2020-01-30 00:00:00'",197.69,197.62,200.63,5.43,5.03,0.0,0.0,13556.12,ND,359.99,63.64,9250.95,10805.17,2313
"'2020-01-31 00:00:00'",198.89,199.01,200.73,6.55,6.43,0.0,0.0,13370.63,151.14,370.42,65.76,9153.78,10707.97,2314
"'2020-02-01 00:00:00'",190.22,189.42,191.92,6.36,6.59,0.0,0.0,13407.76,35.11,396.65,62.69,9083.67,10637.87,2315
"'2020-02-02 00:00:00'",172.82,171.07,174.2,5.45,5.42,0.0,0.01,13290.52,ND,362.38,61.80,9039.07,10593.28,2316
"'2020-02-03 00:00:00'",198.29,198.29,199.69,5.89,5.61,0.0,0.0,13434.29,ND,399.5,61.32,8964.47,10518.68,2317
"'2020-02-04 00:00:00'",199.9,199.9,199.43,6.64,6.49,0.0,0.0,13039.34,78.67,398.3,54.90,8887.48,10441.66,2318
"'2020-02-05 00:00:00'",201.09,201.14,199.78,7.1,6.98,0.0,0.0,13140.37,138.57,400.41,52.74,8811.36,10365.60,2319
"'2020-02-06 00:00:00'",202.57,201.27,202.13,6.21,5.89,0.0,0.0,13107.32,21.15,391.37,50.61,8733.02,10287.23,2320
"'2020-02-07 00:00:00'",202.04,202.06,203.08,6.37,5.92,0.0,0.0,13120.99,ND,381.79,49.42,8634.66,10188.88,2321
"'2020-02-08 00:00:00'",195.7,195.7,195.68,3.55,3.67,0.0,0.02,13261.01,ND,382.29,52.42,8553.10,10107.28,2322
"'2020-02-09 00:00:00'",175.55,175.55,173.22,6.12,5.86,0.0,0.0,13449.09,409.36,354.04,58.33,8508.60,10062.80,2323
"'2020-02-10 00:00:00'",202.9,202.9,203.07,1.32,1.34,0.0,0.08,13446.37,19.25,353.69,53.64,8421.15,9974.21,2324
"'2020-02-11 00:00:00'",205.75,205.78,205.26,1.72,1.75,0.0,0.07,12624.19,205.8,389.88,49.19,8329.89,9882.93,2325
"'2020-02-12 00:00:00'",205.5,205.58,207.49,2.39,1.63,0.0,0.07,13100.42,133.0,371.18,54.88,8235.50,9788.52,2326
"'2020-02-13 00:00:00'",207.98,207.79,209.07,0.38,0.34,0.0,0.09,13012.87,8.58,398.05,60.39,8151.60,9704.64,2327
"'2020-02-14 00:00:00'",208.11,208.11,209.06,0.42,0.5,0.0,0.06,13063.66,ND,439.17,48.94,8053.34,9606.41,2328
"'2020-02-15 00:00:00'",197.95,197.95,198.75,0.0,0.12,0.0,0.07,12881.33,26.93,465.54,71.98,8011.20,9564.25,2329
"'2020-02-16 00:00:00'",180.38,180.39,179.74,0.0,0.1,0.0,0.07,13158.21,394.36,469.33,61.07,7965.99,9519.03,2330
"'2020-02-17 00:00:00'",203.44,203.97,203.04,1.37,1.43,0.0,0.07,13034.88,ND,494.03,62.58,7901.78,9454.85,2331
"'2020-02-18 00:00:00'",206.23,206.83,208.45,0.6,0.68,0.0,0.1,12461.21,12.05,493.38,46.83,7798.55,9351.60,2332
"'2020-02-19 00:00:00'",204.24,205.43,208.99,2.66,3.07,0.0,0.05,12105.74,29.88,488.42,49.85,7706.84,9259.89,2333
"'2020-02-20 00:00:00'",200.48,201.53,203.26,6.92,7.0,0.0,0.0,11578.86,11.25,558.92,58.21,7634.21,9187.24,2334
"'2020-02-21 00:00:00'",201.81,202.6,202.47,6.63,6.66,0.0,0.0,12494.09,5.1,576.84,67.46,7585.17,9138.22,2335
"'2020-02-22 00:00:00'",191.51,191.82,187.27,6.49,6.33,0.0,0.0,12521.88,153.47,538.94,89.99,7575.93,9128.95,2336
"'2020-02-23 00:00:00'",176.67,176.97,169.5,ND,ND,ND,ND,12807.78,208.13,463.48,98.42,7588.67,9141.71,2337
"'2020-02-24 00:00:00'",196.71,196.74,191.06,ND,ND,ND,ND,12867.9,ND,500.51,91.76,7591.10,9144.16,2338
"'2020-02-25 00:00:00'",199.16,199.29,195.59,6.97,6.79,0.0,0.0,12491.96,4.99,448.46,95.89,7580.01,9133.08,2339
"'2020-02-26 00:00:00'",208.36,208.35,203.27,0.0,0.14,0.0,0.13,13203.75,63.0,391.78,112.22,7533.91,9086.98,2340
"'2020-02-27 00:00:00'",208.9,208.9,203.46,0.0,0.15,0.0,0.12,13050.24,153.8,316.33,89.05,7484.58,9037.63,2341
"'2020-02-28 00:00:00'",206.3,206.82,199.4,2.4,2.41,0.0,0.0,13281.27,26.11,330.35,84.96,7417.56,8970.59,2342
"'2020-02-29 00:00:00'",195.78,195.78,193.54,3.3,3.28,0.0,0.0,13327.66,458.65,278.08,75.64,7347.88,8900.93,2343
"'2020-03-01 00:00:00'",178.7,178.7,176.21,1.47,1.61,0.0,0.03,13181.7,97.76,299.15,71.50,7314.98,8868.03,2344
"'2020-03-02 00:00:00'",205.49,206.1,203.25,0.83,0.95,0.0,0.08,12815.82,ND,371.99,73.71,7258.89,8811.93,2345
"'2020-03-03 00:00:00'",208.93,208.97,208.15,0.0,0.15,0.0,0.1,12773.92,ND,448.5,76.84,7207.11,8760.18,2346
"'2020-03-04 00:00:00'",205.85,205.96,206.69,2.44,2.64,0.0,0.06,12607.38,681.04,442.86,73.02,7149.66,8702.71,2347
"'2020-03-05 00:00:00'",208.22,208.3,210.19,ND,ND,ND,ND,12916.24,38.85,419.82,57.14,7052.22,8605.28,2348
"'2020-03-06 00:00:00'",208.84,208.84,211.68,0.4,0.48,0.0,0.06,13099.28,365.82,390.62,57.72,6976.58,8529.60,2349
