date,generacion_total_programada_redespacho,generacion_total_programada_despacho,generacion_total_real,importacion_programada_redespacho,importacion__real,exportacion_programada_redespacho,exportacion__real,disponibilidad_real,demanda_no_atendida,costo_marginal_promedio_redespacho,aportes_hidricos,volumen_util_diario,volumen,id
"'2015-11-30 00:00:00'",187.36,ND,188.24,0.49,0.55,0.3,0.36,11627.9,182.84,813.13,97.99,11516.90,13070.33,791
"'2015-12-01 00:00:00'",189.05,ND,191.28,0.33,0.38,0.1,0.16,11868.21,ND,816.71,98.77,11502.48,13055.89,792
"'2015-12-02 00:00:00'",190.82,ND,193.01,0.0,0.1,0.0,0.07,11891.93,12.45,820.84,83.95,11466.30,13019.68,793
"'2015-12-03 00:00:00'",190.04,ND,192.01,1.63,1.62,0.18,0.2,12323.93,72.81,814.09,105.50,11457.18,13013.02,794
"'2015-12-04 00:00:00'",190.69,ND,190.86,0.71,0.76,0.14,0.18,12640.47,292.74,815.45,153.49,11515.46,13071.31,795
"'2015-12-05 00:00:00'",181.31,ND,183.77,0.33,0.42,0.0,0.08,12463.16,10.54,805.57,112.67,11523.32,13079.13,796
"'2015-12-06 00:00:00'",163.03,ND,167.42,0.14,0.29,0.0,0.06,12477.62,65.6,692.44,103.39,11553.14,13108.98,797
"'2015-12-07 00:00:00'",188.9,ND,186.02,0.0,0.08,0.13,0.24,12827.26,105.27,711.91,78.86,11536.25,13092.69,798
"'2015-12-08 00:00:00'",163.98,ND,169.58,0.0,0.0,0.24,0.24,12772.75,61.74,624.04,77.03,11523.98,13082.84,799
"'2015-12-09 00:00:00'",192.25,ND,194.54,0.0,0.08,0.02,0.1,12886.34,49.83,685.99,74.68,11491.98,13050.81,800
"'2015-12-10 00:00:00'",193.37,ND,194.92,0.0,0.0,0.05,0.08,12863.68,18.78,656.4,80.60,11466.83,13025.68,801
"'2015-12-11 00:00:00'",193.24,ND,197.21,0.0,0.0,0.05,0.11,12850.18,1.0,640.29,68.16,11415.60,12974.47,802
"'2015-12-12 00:00:00'",182.26,ND,184.52,0.0,0.08,0.0,0.08,12669.46,110.25,619.98,65.20,11373.98,12932.82,803
"'2015-12-13 00:00:00'",163.1,ND,168.83,0.08,0.14,0.0,0.09,12340.11,185.62,571.68,59.27,11340.71,12899.58,804
"'2015-12-14 00:00:00'",191.22,ND,190.56,0.08,0.15,0.0,0.07,13021.76,ND,661.83,66.30,11296.36,12855.19,805
"'2015-12-15 00:00:00'",195.75,ND,192.26,0.0,0.0,1.03,0.99,12818.47,40.33,611.02,80.04,11261.88,12820.72,806
"'2015-12-16 00:00:00'",196.1,ND,193.7,0.0,0.05,0.6,0.65,12680.98,1.5,614.71,67.75,11215.63,12774.50,807
"'2015-12-17 00:00:00'",196.81,ND,193.26,0.0,0.0,1.08,1.15,12612.85,117.58,561.29,89.56,11185.53,12744.39,808
"'2015-12-18 00:00:00'",195.1,ND,192.62,0.0,0.07,0.0,0.09,11756.43,2.88,634.09,85.43,11137.25,12696.07,809
"'2015-12-19 00:00:00'",184.63,ND,181.49,0.0,0.07,0.0,0.09,11754.08,91.88,685.41,91.08,11100.42,12659.25,810
"'2015-12-20 00:00:00'",166.75,ND,167.92,0.0,0.06,0.0,0.06,11821.05,ND,632.85,72.77,11213.81,12772.66,811
"'2015-12-21 00:00:00'",185.8,ND,188.76,0.51,0.59,0.12,0.18,11812.32,ND,715.98,65.96,11008.60,12567.48,812
"'2015-12-22 00:00:00'",187.81,ND,190.12,0.0,0.0,0.0,0.0,11899.36,4.93,713.06,59.38,10944.80,12503.66,813
"'2015-12-23 00:00:00'",183.46,ND,189.92,0.0,0.0,0.0,0.02,11932.11,1.58,710.58,56.59,10890.22,12449.08,814
"'2015-12-24 00:00:00'",173.48,ND,174.04,0.0,0.0,0.0,0.05,12441.4,2.04,694.07,55.69,10839.22,12398.06,815
"'2015-12-25 00:00:00'",152.77,ND,149.41,0.0,0.07,0.0,0.09,12804.3,1.28,504.74,57.77,10832.46,12391.32,816
"'2015-12-26 00:00:00'",173.54,ND,167.45,0.0,0.09,0.0,0.08,12840.17,ND,518.58,53.33,10804.35,12363.23,817
"'2015-12-27 00:00:00'",160.72,ND,161.97,0.0,0.07,0.0,0.09,12779.69,110.68,555.77,45.99,10770.51,12329.36,818
"'2015-12-28 00:00:00'",182.76,ND,181.48,0.0,0.07,0.0,0.08,12792.71,17.4,461.05,49.63,10703.88,12262.71,819
"'2015-12-29 00:00:00'",183.59,ND,183.71,0.0,0.07,0.0,0.07,12832.17,52.0,461.8,49.73,10646.32,12205.18,820
"'2015-12-30 00:00:00'",184.44,ND,184.39,0.0,0.0,1.75,1.59,12809.29,ND,481.25,51.90,10590.74,12149.57,821
"'2015-12-31 00:00:00'",168.33,ND,167.62,0.0,0.0,0.56,0.51,12968.21,28.26,427.69,59.81,10563.00,12121.87,822
"'2016-01-01 00:00:00'",145.01,ND,142.41,0.0,0.0,0.0,0.02,12740.62,106.64,440.56,64.78,10557.83,12116.67,823
"'2016-01-02 00:00:00'",166.04,ND,153.75,0.0,0.0,0.0,0.02,12937.04,ND,466.58,56.07,10542.24,12101.09,824
"'2016-01-03 00:00:00'",156.99,ND,152.16,0.0,0.0,0.0,0.02,12846.57,ND,499.54,60.96,10534.49,12093.36,825
"'2016-01-04 00:00:00'",179.25,ND,175.05,0.0,0.07,0.0,0.09,12884.56,ND,583.63,67.75,10507.66,12066.53,826
"'2016-01-05 00:00:00'",181.2,ND,181.03,0.0,0.08,0.0,0.1,12746.69,ND,601.04,61.26,10474.69,12033.56,827
"'2016-01-06 00:00:00'",182.82,ND,182.39,0.0,0.08,0.0,0.09,12755.25,ND,654.04,63.81,10443.02,12001.87,828
"'2016-01-07 00:00:00'",183.16,ND,182.77,0.0,0.09,0.0,0.1,13001.73,7.16,633.54,63.91,10412.60,11971.47,829
"'2016-01-08 00:00:00'",190.61,ND,185.36,0.0,0.08,0.0,0.11,12890.87,ND,604.21,54.97,10358.78,11917.64,830
"'2016-01-09 00:00:00'",177.19,ND,176.36,0.0,0.06,0.0,0.07,12718.23,20.97,555.39,56.67,10311.47,11870.33,831
"'2016-01-10 00:00:00'",161.61,ND,158.0,0.0,0.07,0.0,0.07,12919.21,1.6,572.14,54.53,10284.15,11843.04,832
"'2016-01-11 00:00:00'",165.19,ND,160.32,0.0,0.0,0.43,0.45,12850.95,ND,612.88,52.51,10249.42,11808.29,833
"'2016-01-12 00:00:00'",190.58,ND,183.38,0.0,0.09,0.0,0.09,12675.69,15.23,709.21,51.20,10189.83,11748.69,834
"'2016-01-13 00:00:00'",192.44,ND,187.06,0.0,0.0,0.18,0.19,12495.13,215.37,739.83,57.17,10131.10,11689.95,835
"'2016-01-14 00:00:00'",193.04,ND,189.33,0.0,0.07,0.45,0.49,12476.4,92.98,777.92,47.76,10072.28,11631.12,836
"'2016-01-15 00:00:00'",192.25,ND,190.81,0.0,0.07,0.22,0.27,12444.71,4.04,719.81,49.07,10011.86,11570.71,837
"'2016-01-16 00:00:00'",181.2,ND,179.37,0.0,0.06,0.04,0.14,12962.8,ND,646.78,48.85,9962.60,11521.44,838
"'2016-01-17 00:00:00'",165.03,ND,162.46,0.0,0.0,0.05,0.09,13142.53,126.55,511.72,45.10,9930.65,11489.48,839
"'2016-01-18 00:00:00'",188.77,ND,187.52,0.0,0.07,0.13,0.23,12994.89,ND,685.99,40.61,9868.82,11427.66,840
"'2016-01-19 00:00:00'",192.48,ND,191.34,0.0,0.0,1.13,0.86,12788.78,24.38,581.02,41.52,9805.58,11364.42,841
"'2016-01-20 00:00:00'",192.9,ND,192.39,0.0,0.05,0.82,1.08,12745.53,178.24,544.78,41.75,9740.52,11299.36,842
"'2016-01-21 00:00:00'",192.35,ND,192.47,0.0,0.0,0.34,0.66,12617.52,5.48,495.99,42.98,9666.27,11225.11,843
"'2016-01-22 00:00:00'",190.97,ND,195.77,0.0,0.08,0.0,0.1,12922.55,37.84,499.76,46.90,9601.23,11160.09,844
"'2016-01-23 00:00:00'",182.49,ND,184.61,0.0,0.0,1.69,1.59,12688.72,ND,499.55,48.21,9541.78,11100.65,845
"'2016-01-24 00:00:00'",163.58,ND,164.23,0.0,0.07,0.19,0.26,12460.84,2.42,489.79,46.88,9504.32,11063.16,846
"'2016-01-25 00:00:00'",186.82,ND,188.19,0.0,0.08,0.0,0.11,12831.66,1.38,582.52,45.68,9437.05,10995.90,847
"'2016-01-26 00:00:00'",189.59,ND,191.04,0.0,0.0,0.0,0.03,12733.31,ND,527.79,44.44,9372.84,10931.71,848
"'2016-01-27 00:00:00'",189.58,ND,193.12,0.0,0.09,0.0,0.12,12780.08,6.94,478.45,44.35,9299.13,10857.96,849
"'2016-01-28 00:00:00'",192.36,ND,195.25,0.0,0.0,0.68,0.55,12984.17,88.84,494.65,43.47,9217.71,10776.53,850
"'2016-01-29 00:00:00'",192.28,ND,195.52,0.0,0.0,0.93,0.9,13415.02,137.75,469.98,47.01,9151.41,10710.25,851
"'2016-01-30 00:00:00'",182.99,ND,185.05,0.0,0.0,2.23,2.05,13343.89,ND,444.13,43.29,9089.28,10648.14,852
"'2016-01-31 00:00:00'",164.82,ND,164.4,0.0,0.0,0.6,0.87,13289.47,204.27,408.31,39.39,9040.68,10599.52,853
"'2016-02-01 00:00:00'",191.38,ND,192.98,0.0,0.0,3.17,3.23,13235.74,38.4,455.42,43.02,8970.70,10529.56,854
"'2016-02-02 00:00:00'",193.81,ND,196.71,0.0,0.0,2.91,3.02,12912.75,255.45,493.19,42.32,8896.59,10455.44,855
"'2016-02-03 00:00:00'",198.18,ND,200.89,0.0,0.0,6.02,5.91,12817.73,ND,466.04,43.98,8815.31,10374.15,856
"'2016-02-04 00:00:00'",198.41,ND,199.75,0.0,0.0,6.04,5.73,12721.73,ND,500.22,37.96,8730.35,10289.20,857
"'2016-02-05 00:00:00'",192.54,ND,190.91,0.0,0.0,0.0,0.0,12914.59,12.65,494.93,48.65,8661.43,10220.27,858
"'2016-02-06 00:00:00'",181.31,ND,181.06,0.0,0.0,0.0,0.01,12910.83,ND,479.35,43.73,8606.06,10164.90,859
"'2016-02-07 00:00:00'",163.4,ND,163.68,0.0,0.1,0.0,0.0,12828.64,156.31,454.74,40.44,8566.28,10125.14,860
"'2016-02-08 00:00:00'",188.91,ND,188.01,0.0,0.09,0.0,0.1,12936.71,ND,467.92,56.23,8516.42,10075.28,861
"'2016-02-09 00:00:00'",191.33,ND,192.19,0.0,0.09,0.0,0.11,12990.98,ND,425.19,53.65,8465.90,10015.88,862
"'2016-02-10 00:00:00'",192.11,ND,189.37,0.0,0.19,0.0,0.05,13017.66,80.0,470.37,50.56,8399.71,9949.68,863
"'2016-02-11 00:00:00'",194.54,ND,192.83,0.0,0.1,0.0,0.13,13023.66,10.17,478.0,57.43,8325.76,9875.74,864
"'2016-02-12 00:00:00'",192.66,ND,190.89,0.0,0.07,0.0,0.13,12634.62,109.43,479.51,56.18,8272.14,9822.12,865
"'2016-02-13 00:00:00'",183.35,ND,181.91,0.0,0.07,0.0,0.11,12289.27,147.34,547.68,44.94,8216.60,9766.58,866
"'2016-02-14 00:00:00'",165.14,ND,162.94,0.0,0.06,0.0,0.12,12536.99,769.9,553.43,53.56,8185.12,9735.12,867
"'2016-02-15 00:00:00'",189.9,ND,190.96,0.0,0.1,0.0,0.14,12653.29,144.53,675.08,47.54,8116.44,9666.41,868
"'2016-02-16 00:00:00'",192.51,ND,195.25,0.0,0.1,0.0,0.12,12039.21,289.11,721.13,43.36,8044.01,9594.01,869
"'2016-02-17 00:00:00'",193.97,ND,195.19,0.0,0.1,0.0,0.15,12040.07,590.72,866.06,80.73,8021.16,9571.13,870
"'2016-02-18 00:00:00'",193.85,ND,196.34,0.0,0.08,0.0,0.16,12035.59,240.36,875.21,52.40,7967.90,9517.88,871
"'2016-02-19 00:00:00'",193.81,ND,194.76,0.0,0.07,0.0,0.14,11719.87,18.31,875.85,45.66,7905.14,9455.09,872
"'2016-02-20 00:00:00'",183.21,ND,184.87,0.0,0.07,0.0,0.11,11734.22,239.96,876.6,56.94,7860.15,9410.13,873
"'2016-02-21 00:00:00'",164.67,ND,162.89,0.0,0.09,0.0,0.12,11749.19,602.45,876.6,100.60,7892.26,9442.22,874
"'2016-02-22 00:00:00'",191.1,ND,188.61,0.0,0.08,0.0,0.1,11586.4,1.65,813.04,65.30,7847.28,9397.27,875
"'2016-02-23 00:00:00'",192.94,ND,194.06,0.35,0.28,0.0,0.0,11353.69,30.17,778.38,67.41,7796.58,9346.55,876
"'2016-02-24 00:00:00'",193.59,ND,194.86,0.99,0.95,0.0,0.06,11464.21,2.74,876.61,54.21,7741.06,9291.02,877
"'2016-02-25 00:00:00'",194.29,ND,193.34,0.29,0.34,0.0,0.11,11438.7,2.52,876.61,66.24,5364.54,6914.50,878
"'2016-02-26 00:00:00'",192.62,ND,191.05,1.71,1.69,0.0,0.0,11670.77,117.12,876.61,57.95,5300.12,6850.09,879
"'2016-02-27 00:00:00'",180.07,ND,178.7,3.4,3.46,0.0,0.0,11488.48,3.17,876.6,61.23,5262.84,6812.80,880
"'2016-02-28 00:00:00'",161.86,ND,161.72,3.4,3.45,0.0,0.0,11136.95,289.45,876.6,50.25,5226.96,6776.93,881
"'2016-02-29 00:00:00'",188.03,ND,188.27,2.77,2.78,0.0,0.0,11356.08,4.14,876.6,46.33,5185.53,6735.53,882
"'2016-03-01 00:00:00'",189.95,ND,189.41,2.96,2.87,0.0,0.0,10993.44,ND,876.6,46.34,5110.12,6660.10,883
"'2016-03-02 00:00:00'",189.82,ND,189.19,4.14,4.06,0.0,0.0,10974.19,365.16,876.61,46.40,5051.01,6600.98,884
"'2016-03-03 00:00:00'",189.05,ND,188.15,4.84,4.96,0.0,0.0,11469.45,3.2,876.6,52.25,4991.89,6541.88,885
"'2016-03-04 00:00:00'",188.5,ND,187.31,5.09,5.21,0.0,0.0,10884.59,6.41,860.43,59.73,4936.37,6486.34,886
"'2016-03-05 00:00:00'",177.11,ND,177.67,5.75,6.1,0.0,0.0,11315.48,228.51,876.6,55.88,4886.58,6436.54,887
"'2016-03-06 00:00:00'",158.12,ND,158.2,6.12,6.2,0.0,0.0,11413.58,101.31,876.6,68.64,4879.90,6429.84,888
"'2016-03-07 00:00:00'",185.33,ND,184.51,4.48,4.97,0.0,0.0,11656.81,79.4,876.61,55.55,4834.14,6384.13,889
"'2016-03-08 00:00:00'",187.22,ND,184.41,6.13,5.48,0.0,0.0,11332.16,ND,870.96,61.31,4796.53,6347.63,890
"'2016-03-09 00:00:00'",187.31,ND,181.47,5.6,5.18,0.0,0.0,11646.86,516.83,831.49,57.02,4760.49,6311.58,891
"'2016-03-10 00:00:00'",188.09,ND,181.47,5.43,5.22,0.0,0.0,11633.84,235.93,893.28,54.03,4720.78,6271.87,892
"'2016-03-11 00:00:00'",187.68,ND,179.0,5.41,5.78,0.0,0.0,11863.86,1.27,893.28,58.41,4687.39,6238.48,893
"'2016-03-12 00:00:00'",176.45,ND,169.69,6.0,6.51,0.0,0.0,11771.59,28.76,888.87,69.61,4691.53,6242.58,894
"'2016-03-13 00:00:00'",155.62,ND,148.97,7.02,6.69,0.0,0.0,11616.23,1277.85,819.73,61.75,4671.49,6222.57,895
"'2016-03-14 00:00:00'",183.73,ND,177.25,5.46,4.67,0.0,0.0,11854.46,265.08,829.1,65.38,4633.19,6184.28,896
"'2016-03-15 00:00:00'",184.04,ND,179.58,5.0,4.09,0.0,0.0,11783.9,308.57,838.44,58.25,4596.59,6147.68,897
"'2016-03-16 00:00:00'",187.2,ND,182.14,4.7,4.4,0.0,0.0,11808.81,65.6,872.27,53.67,4553.78,6104.88,898
"'2016-03-17 00:00:00'",187.45,ND,181.37,4.62,4.29,0.0,0.0,11672.79,4.46,816.32,98.45,4555.19,6106.26,899
"'2016-03-18 00:00:00'",184.56,ND,181.24,5.02,4.51,0.0,0.0,11914.67,ND,816.97,87.63,4545.32,6096.40,900
"'2016-03-19 00:00:00'",174.54,ND,171.87,6.47,5.82,0.0,0.0,12047.66,ND,848.38,79.24,4534.83,6085.93,901
"'2016-03-20 00:00:00'",153.9,ND,151.73,7.94,7.91,0.0,0.0,11802.74,ND,760.61,96.01,4554.13,6105.21,902
"'2016-03-21 00:00:00'",161.89,ND,159.14,2.34,3.39,0.0,0.0,12293.15,44.5,674.36,81.62,4554.65,6105.73,903
"'2016-03-22 00:00:00'",176.88,ND,175.55,2.48,2.77,0.0,0.0,12203.98,34.35,696.11,69.62,4516.17,6071.98,904
"'2016-03-23 00:00:00'",174.88,ND,173.98,2.68,2.35,0.0,0.0,12180.17,59.05,693.54,67.87,4503.87,6059.69,905
"'2016-03-24 00:00:00'",151.69,ND,150.94,3.05,3.02,0.0,0.01,11379.0,42.8,701.57,64.63,4483.55,6039.38,906
"'2016-03-25 00:00:00'",147.34,ND,142.67,2.0,2.5,0.0,0.0,11332.07,ND,710.31,51.98,4459.37,6015.17,907
"'2016-03-26 00:00:00'",155.0,ND,154.14,4.64,4.59,0.0,0.0,11821.02,ND,784.07,51.04,4420.19,5975.99,908
"'2016-03-27 00:00:00'",148.84,ND,149.58,4.37,4.52,0.0,0.0,12203.39,16.0,718.59,62.98,4400.92,5956.72,909
"'2016-03-28 00:00:00'",181.76,ND,178.25,3.15,2.83,0.0,0.0,12116.51,156.84,792.97,56.31,4355.58,5911.39,910
"'2016-03-29 00:00:00'",184.64,ND,183.53,3.08,2.91,0.0,0.0,12292.31,75.82,805.61,53.24,4312.58,5867.95,911
"'2016-03-30 00:00:00'",185.04,ND,181.73,2.47,2.66,0.0,0.01,12132.79,150.73,725.96,70.07,4288.70,5844.04,912
"'2016-03-31 00:00:00'",185.46,ND,179.52,3.01,3.05,0.0,0.0,12091.23,46.8,771.61,77.06,4276.51,5831.89,913
"'2016-04-01 00:00:00'",183.75,ND,177.49,3.35,3.73,0.0,0.0,12088.28,63.33,805.55,80.30,4255.16,5810.50,914
"'2016-04-02 00:00:00'",172.13,ND,163.7,5.06,5.37,0.0,0.0,12080.5,4.04,719.38,123.06,4296.57,5851.91,915
"'2016-04-03 00:00:00'",152.66,ND,145.57,5.21,6.17,0.0,0.0,12026.27,372.08,591.04,108.11,4336.54,5891.89,916
"'2016-04-04 00:00:00'",180.99,ND,174.3,3.57,3.58,0.0,0.0,12339.55,72.03,619.24,201.87,4425.75,5982.31,917
"'2016-04-05 00:00:00'",186.12,ND,180.23,1.88,2.09,0.0,0.0,12452.55,81.92,616.93,131.96,4464.77,6021.32,918
"'2016-04-06 00:00:00'",186.52,ND,181.69,1.42,1.18,0.0,0.0,12448.41,31.17,570.25,104.89,4460.29,6016.84,919
"'2016-04-07 00:00:00'",184.71,ND,182.27,2.57,2.58,0.0,0.0,12492.31,3.4,531.1,84.71,4441.86,5998.41,920
"'2016-04-08 00:00:00'",183.54,ND,182.59,3.18,3.96,0.0,0.0,12590.6,122.2,459.69,103.72,4418.85,5975.38,921
"'2016-04-09 00:00:00'",173.7,ND,169.24,3.52,4.31,0.0,0.0,12646.21,57.28,411.72,157.23,4476.21,6032.78,922
"'2016-04-10 00:00:00'",153.64,ND,150.38,4.78,5.24,0.0,0.0,12503.56,1032.93,349.7,143.18,4520.31,6076.89,923
"'2016-04-11 00:00:00'",182.11,ND,179.84,1.75,1.9,0.0,0.0,12616.51,11.8,351.83,118.03,4514.18,6070.73,924
"'2016-04-12 00:00:00'",184.6,ND,177.52,2.4,2.32,0.0,0.0,12552.71,ND,336.43,198.13,4582.12,6138.68,925
"'2016-04-13 00:00:00'",181.78,ND,176.82,2.51,2.5,0.0,0.0,12560.5,10.83,299.05,171.89,4604.59,6161.13,926
"'2016-04-14 00:00:00'",186.82,ND,181.53,0.12,0.12,0.0,0.0,12531.13,30.51,227.41,130.67,4579.42,6135.98,927
"'2016-04-15 00:00:00'",185.73,ND,185.73,0.0,0.06,0.0,0.13,12776.82,125.7,194.1,101.97,4524.02,6080.55,928
"'2016-04-16 00:00:00'",175.43,ND,177.18,0.0,0.0,0.0,0.03,12758.53,46.45,165.66,119.02,4485.89,6042.44,929
"'2016-04-17 00:00:00'",152.3,ND,151.33,3.1,3.27,0.0,0.0,12486.38,1583.1,238.57,145.99,4493.17,6049.71,930
"'2016-04-18 00:00:00'",181.0,ND,181.7,1.21,1.41,0.0,0.11,12566.0,28.81,158.72,134.18,4459.62,6016.18,931
"'2016-04-19 00:00:00'",184.07,ND,184.36,1.27,1.35,0.0,0.1,12392.97,76.75,162.3,93.75,4390.45,5947.01,932
"'2016-04-20 00:00:00'",183.66,ND,184.75,ND,ND,ND,ND,12699.7,376.37,166.31,95.22,4329.25,5885.80,933
"'2016-04-21 00:00:00'",184.41,ND,187.04,1.25,0.98,0.0,0.09,12835.21,2.03,163.03,100.40,4277.63,5834.18,934
"'2016-04-22 00:00:00'",184.43,ND,187.37,1.13,0.9,0.0,0.09,12887.69,5.6,164.37,139.79,4257.74,5814.28,935
"'2016-04-23 00:00:00'",173.62,ND,176.28,1.01,1.11,0.0,0.0,13221.07,160.56,169.69,125.03,4238.35,5794.92,936
"'2016-04-24 00:00:00'",155.83,ND,153.83,0.85,0.91,0.0,0.0,12449.38,276.33,169.49,149.57,4268.66,5825.24,937
"'2016-04-25 00:00:00'",180.0,ND,176.92,1.92,1.91,0.0,0.0,12485.44,228.84,267.81,151.10,6810.78,8367.35,938
"'2016-04-26 00:00:00'",183.21,ND,183.24,1.72,1.77,0.0,0.0,12858.58,218.19,201.08,143.19,6798.85,8355.41,939
"'2016-04-27 00:00:00'",184.46,ND,182.29,2.01,2.01,0.0,0.0,12999.78,174.04,170.89,164.77,6825.14,8381.69,940
"'2016-04-28 00:00:00'",184.88,ND,180.89,1.31,1.24,0.0,0.0,13016.54,110.57,167.82,196.17,6876.41,8432.94,941
"'2016-04-29 00:00:00'",184.61,ND,181.53,0.72,0.9,0.0,0.0,13298.57,7.72,155.51,261.22,6970.01,8526.57,942
"'2016-04-30 00:00:00'",174.66,ND,171.57,0.64,0.83,0.0,0.0,13612.27,477.05,148.13,178.58,7003.52,8560.09,943
"'2016-05-01 00:00:00'",154.25,ND,150.43,1.09,0.77,0.0,0.0,13813.6,25.94,131.05,183.69,7071.45,8627.98,944
"'2016-05-02 00:00:00'",185.8,ND,174.64,0.21,0.26,0.0,0.0,13273.44,10.9,135.84,164.95,7095.09,8651.66,945
"'2016-05-03 00:00:00'",186.29,ND,178.1,0.07,0.09,0.0,0.13,12866.7,158.41,136.0,144.16,7086.27,8642.83,946
"'2016-05-04 00:00:00'",186.61,ND,183.17,0.0,0.09,0.0,0.14,12812.61,135.08,129.99,186.65,7135.35,8691.90,947
"'2016-05-05 00:00:00'",184.74,ND,184.27,2.1,1.72,0.0,0.0,13109.9,142.13,125.66,118.24,7069.21,8625.78,948
"'2016-05-06 00:00:00'",186.14,ND,185.05,0.45,0.54,0.0,0.0,13549.91,8.38,114.52,167.76,7079.56,8636.12,949
"'2016-05-07 00:00:00'",174.41,ND,172.12,1.5,0.71,0.0,0.0,13521.85,1.27,121.62,178.16,7102.19,8658.76,950
"'2016-05-08 00:00:00'",151.44,ND,147.08,2.81,2.54,0.0,0.0,13556.87,78.16,116.73,159.26,7135.00,8691.55,951
"'2016-05-09 00:00:00'",159.92,ND,149.67,3.42,3.04,0.0,0.0,13414.98,204.15,120.3,212.90,7207.17,8763.72,952
"'2016-05-10 00:00:00'",181.33,ND,169.87,3.76,3.34,0.0,0.0,13326.87,252.13,137.42,238.88,7267.78,8824.32,953
"'2016-05-11 00:00:00'",185.58,ND,179.78,1.38,1.14,0.0,0.0,13058.44,115.24,110.82,169.40,7290.22,8835.88,954
"'2016-05-12 00:00:00'",187.3,ND,185.66,0.71,0.61,0.0,0.0,13025.38,85.7,104.97,141.71,7270.47,8816.13,955
"'2016-05-13 00:00:00'",187.26,ND,187.86,0.72,0.78,0.0,0.0,13292.79,92.7,101.62,172.01,7267.28,8812.94,956
"'2016-05-14 00:00:00'",174.39,ND,175.85,3.35,3.01,0.0,0.0,13155.73,44.1,97.45,141.81,7251.72,8797.38,957
"'2016-05-15 00:00:00'",156.17,ND,160.23,0.95,0.86,0.0,0.0,12623.32,55.37,95.89,156.42,7247.43,8793.08,958
"'2016-05-16 00:00:00'",177.05,ND,181.67,4.75,4.62,0.0,0.0,12931.32,45.99,117.55,139.94,7221.43,8767.10,959
"'2016-05-17 00:00:00'",178.32,ND,181.31,4.32,4.75,0.0,0.0,12973.78,227.63,113.52,199.51,7245.32,8790.96,960
"'2016-05-18 00:00:00'",181.62,ND,184.08,2.5,2.55,0.0,0.0,12966.33,202.54,122.16,173.59,7250.80,8796.45,961
"'2016-05-19 00:00:00'",182.52,ND,186.17,5.04,4.63,0.0,0.0,12768.77,ND,112.47,185.90,7265.51,8811.18,962
"'2016-05-20 00:00:00'",184.06,ND,190.17,3.2,3.13,0.0,0.0,12906.45,104.7,108.8,133.28,7234.62,8780.29,963
"'2016-05-21 00:00:00'",174.25,ND,181.42,1.54,1.47,0.0,0.0,12745.22,311.93,107.23,135.36,7214.42,8760.08,964
"'2016-05-22 00:00:00'",154.85,ND,161.87,ND,ND,ND,ND,13151.61,512.84,124.53,ND,ND,ND,965
"'2016-05-23 00:00:00'",184.2,ND,187.62,1.57,1.54,0.0,0.0,13101.47,83.24,130.49,131.93,7169.05,8714.72,966
"'2016-05-24 00:00:00'",187.08,ND,189.29,2.17,2.25,0.0,0.0,13035.75,20.38,124.61,249.63,7247.27,8792.95,967
"'2016-05-25 00:00:00'",186.99,ND,186.52,2.51,2.55,0.0,0.0,12953.83,54.4,138.58,186.74,7272.61,8818.24,968
"'2016-05-26 00:00:00'",186.65,ND,181.44,2.93,2.87,0.0,0.0,12998.95,37.49,136.98,224.99,7332.34,8878.00,969
"'2016-05-27 00:00:00'",187.39,ND,182.36,2.79,2.79,0.0,0.0,13068.05,72.67,136.42,177.53,7354.19,8899.85,970
"'2016-05-28 00:00:00'",0.0,ND,172.24,2.47,2.34,0.0,0.0,13486.38,75.65,127.98,228.21,7415.95,8961.59,971
"'2016-05-29 00:00:00'",155.61,ND,151.03,2.4,1.87,0.0,0.0,13309.29,167.05,117.35,258.89,7544.00,9089.64,972
"'2016-05-30 00:00:00'",158.76,ND,156.98,1.61,1.6,0.0,0.0,13130.37,154.43,110.27,191.93,7592.18,9137.82,973
"'2016-05-31 00:00:00'",184.15,ND,176.18,2.26,2.13,0.0,0.0,13157.75,4.72,112.66,235.45,7684.02,9229.67,974
"'2016-06-01 00:00:00'",187.0,ND,179.32,2.6,2.56,0.0,0.0,12881.07,47.41,128.71,166.35,7713.04,9258.70,975
"'2016-06-02 00:00:00'",183.85,ND,179.24,3.12,3.1,0.0,0.0,12450.39,ND,103.61,158.14,7731.10,9276.76,976
"'2016-06-03 00:00:00'",183.8,ND,179.86,2.73,2.72,0.0,0.0,12455.12,7.2,109.82,171.63,7756.08,9301.74,977
"'2016-06-04 00:00:00'",173.72,ND,173.06,2.34,2.5,0.0,0.0,12353.33,26.93,137.87,173.60,7775.75,9321.38,978
"'2016-06-05 00:00:00'",152.83,ND,155.07,3.12,3.1,0.0,0.0,12418.57,102.92,108.83,129.77,7774.15,9319.79,979
"'2016-06-06 00:00:00'",151.54,ND,156.9,3.06,3.12,0.0,0.0,12505.79,413.76,131.19,119.87,7754.49,9300.17,980
"'2016-06-07 00:00:00'",178.03,ND,177.65,3.09,3.09,0.0,0.0,13294.99,168.77,ND,141.68,7741.45,9287.12,981
"'2016-06-08 00:00:00'",179.72,ND,179.92,3.12,3.06,0.0,0.0,12443.39,23.88,155.09,131.93,7720.73,9266.38,982
"'2016-06-09 00:00:00'",181.1,ND,181.33,3.12,3.06,0.0,0.0,12330.1,30.47,142.96,135.37,7680.45,9222.80,983
